StreetName,Suburb,LATITUDE,LONGITUDE
Commercial Road,Melbourne,-37.84534226,144.9813587
Kurneh Place,South Yarra,-37.83388215,144.9845415
Little Park Street,South Yarra,-37.83653242,144.9813645
Normanby Road,,-37.82776364,144.9511004
Little Park Street,South Yarra,-37.83657388,144.9816719
Commercial Road,Melbourne,-37.84579377,144.9848344
Slater Street,Melbourne,-37.83885455,144.9779786
Armadale Street,Melbourne,-37.84099526,144.9785218
Kurneh Place,South Yarra,-37.83384471,144.9846715
Moubray Street,Melbourne,-37.84838423,144.9843917
Commercial Road,South Yarra,-37.84551814,144.9848689
Adams Street,South Yarra,-37.83566591,144.9773898
Bromby Street,Melbourne,-37.83508743,144.9784666
Arnold Street,Melbourne,-37.83638251,144.9762613
Hope Street,South Yarra,-37.8351322,144.979705
Day Street,South Yarra,-37.83467266,144.98043
Bromby Street,South Yarra,-37.83497911,144.9761468
St Kilda Road,Melbourne,-37.84793783,144.980166
Hope Street,South Yarra,-37.83655024,144.9792699
Domain Street,Melbourne,-37.83377102,144.9787735
Hope Street,South Yarra,-37.83557961,144.9793249
Domain Street,South Yarra,-37.83574945,144.9783522
Pasley Street South,South Yarra,-37.84280583,144.9845928
Park Lane,South Yarra,-37.84450862,144.9842323
St Kilda Road,Melbourne,-37.83767587,144.9764242
Pasley Street,South Yarra,-37.84173727,144.9847792
Pasley Street North,South Yarra,-37.84144813,144.9848666
St Kilda Road,Melbourne,-37.83460784,144.9749315
Park Place,South Yarra,-37.83977136,144.9852993
Pasley Street,South Yarra,-37.84248198,144.9843959
Pasley Street,South Yarra,-37.84241455,144.9844094
Adams Street,South Yarra,-37.83562283,144.9773988
Adams Street,South Yarra,-37.83557976,144.9774078
Adams Street,South Yarra,-37.8355059,144.9774226
Adams Street,South Yarra,-37.8354588,144.9774322
Adams Street,South Yarra,-37.8354117,144.9774418
Adams Street,South Yarra,-37.83536461,144.9774514
Adams Street,South Yarra,-37.83531751,144.977461
Adams Street,South Yarra,-37.83527041,144.9774705
Adams Street,South Yarra,-37.83522332,144.9774801
Adams Street,South Yarra,-37.83517622,144.9774897
Adams Street,South Yarra,-37.83623496,144.9775041
Adams Street,South Yarra,-37.83619479,144.9775123
Adams Street,South Yarra,-37.83615463,144.9775206
Adams Street,South Yarra,-37.83611446,144.9775288
Adams Street,South Yarra,-37.83604009,144.9775441
Adams Street,South Yarra,-37.83594631,144.9775633
Adams Street,South Yarra,-37.83588146,144.9775766
Adams Street,South Yarra,-37.83579366,144.9775947
Adams Street,South Yarra,-37.83569169,144.9776156
Adams Street,South Yarra,-37.83561266,144.9776318
Adams Street,South Yarra,-37.83553363,144.977648
Adams Street,South Yarra,-37.83545581,144.977664
Adams Street,South Yarra,-37.83537919,144.9776798
St Kilda Road,Melbourne,-37.83584269,144.9757634
St Kilda Road,Melbourne,-37.83589178,144.9758019
St Kilda Road,Melbourne,-37.83605232,144.9759337
St Kilda Road,Melbourne,-37.83619673,144.97606
St Kilda Road,Melbourne,-37.83625232,144.9761107
St Kilda Road,Melbourne,-37.83618722,144.9760752
St Kilda Road,Melbourne,-37.83635639,144.9762083
St Kilda Road,Melbourne,-37.83307524,144.973025
St Kilda Road,Melbourne,-37.83312641,144.9731159
St Kilda Road,Melbourne,-37.83317887,144.9732064
St Kilda Road,Melbourne,-37.83323262,144.9732962
St Kilda Road,Melbourne,-37.83328763,144.9733855
St Kilda Road,Melbourne,-37.83334388,144.973474
Exhibition Street,Melbourne,-37.81394318,144.9712438
Exhibition Street,Melbourne,-37.81307814,144.971205
Exhibition Street,Melbourne,-37.81311798,144.9712233
Exhibition Street,Melbourne,-37.81315783,144.9712417
Exhibition Street,Melbourne,-37.81319767,144.9712601
Exhibition Street,Melbourne,-37.81324748,144.9712831
Exhibition Street,Melbourne,-37.81330726,144.9713107
Exhibition Street,Melbourne,-37.81336704,144.9713383
Exhibition Street,Melbourne,-37.81342681,144.9713659
Exhibition Street,Melbourne,-37.81347728,144.9713892
Exhibition Street,Melbourne,-37.81351843,144.9714082
Exhibition Street,Melbourne,-37.81355958,144.9714272
Exhibition Street,Melbourne,-37.81360073,144.9714462
Exhibition Street,Melbourne,-37.81464975,144.9715707
Exhibition Street,Melbourne,-37.81469533,144.9715918
Exhibition Street,Melbourne,-37.81474137,144.9716132
Exhibition Street,Melbourne,-37.81478785,144.9716347
Exhibition Street,Melbourne,-37.81483844,144.9716582
Exhibition Street,Melbourne,-37.81489314,144.9716836
Exhibition Street,Melbourne,-37.81494624,144.9717082
Exhibition Street,Melbourne,-37.81499773,144.9717321
Exhibition Street,Melbourne,-37.81415383,144.9717063
Exhibition Street,Melbourne,-37.81420698,144.9717308
Exhibition Street,Melbourne,-37.81426014,144.9717554
Exhibition Street,Melbourne,-37.81431329,144.9717799
Exhibition Street,Melbourne,-37.81436644,144.9718044
Exhibition Street,Melbourne,-37.81530499,144.9718716
Exhibition Street,Melbourne,-37.81534476,144.9718901
Exhibition Street,Melbourne,-37.81538453,144.9719087
Exhibition Street,Melbourne,-37.8154243,144.9719272
Exhibition Street,Melbourne,-37.81546407,144.9719458
Exhibition Street,Melbourne,-37.81550384,144.9719643
Exhibition Street,Melbourne,-37.81554361,144.9719829
Swanston Street,Parkville,-37.79804703,144.964208
Swanston Street,Parkville,-37.79795245,144.9642242
Swanston Street,Parkville,-37.79776329,144.9642566
Swanston Street,Parkville,-37.79766871,144.9642729
Swanston Street,Parkville,-37.79757413,144.9642891
Swanston Street,Parkville,-37.79747956,144.9643053
Swanston Street,Carlton,-37.79641686,144.9648414
Swanston Street,Carlton,-37.79638033,144.9648477
Swanston Street,Carlton,-37.79635072,144.9648529
Swanston Street,Carlton,-37.79632802,144.9648568
Swanston Street,Carlton,-37.79629457,144.9648627
Swanston Street,Carlton,-37.79625086,144.9648703
Swanston Street,Carlton,-37.79620764,144.9648778
Swanston Street,Carlton,-37.79616616,144.964885
Swanston Street,Carlton,-37.79612639,144.9648919
Swanston Street,Carlton,-37.79606482,144.9649026
Swanston Street,Carlton,-37.79602575,144.9649093
Swanston Street,Carlton,-37.79597629,144.9649179
Swanston Street,Carlton,-37.79591645,144.9649282
Swanston Street,Carlton,-37.79517208,144.9650555
Swanston Street,Carlton,-37.7951294,144.9650628
Swanston Street,Carlton,-37.79510251,144.9650674
Swanston Street,Carlton,-37.79506373,144.965074
Swanston Street,Carlton,-37.79501052,144.965083
Swanston Street,Carlton,-37.79496855,144.9650901
Swanston Street,Carlton,-37.79494035,144.9650949
Swanston Street,Carlton,-37.79490391,144.9651011
Swanston Street,Carlton,-37.79485925,144.9651087
Swanston Street,Carlton,-37.79480955,144.9651172
Swanston Street,Carlton,-37.79476401,144.9651249
Swanston Street,Carlton,-37.7947277,144.9651311
Swanston Street,Carlton,-37.79469138,144.9651373
Elizabeth Street,Melbourne,-37.81765751,144.9649119
Elizabeth Street,Melbourne,-37.81761081,144.9648905
Elizabeth Street,Melbourne,-37.8175641,144.9648691
Elizabeth Street,Melbourne,-37.8175174,144.9648477
Elizabeth Street,Melbourne,-37.81747069,144.9648263
Elizabeth Street,Melbourne,-37.81742398,144.9648049
Elizabeth Street,Melbourne,-37.81807508,144.9647349
Elizabeth Street,Melbourne,-37.8180264,144.9647124
Elizabeth Street,Melbourne,-37.81797773,144.9646899
Elizabeth Street,Melbourne,-37.81792756,144.9646667
Elizabeth Street,Melbourne,-37.81787591,144.9646428
Elizabeth Street,Melbourne,-37.81783279,144.9646228
Elizabeth Street,Melbourne,-37.81779821,144.9646068
Batmans Hill Drive,Docklands,-37.81958219,144.9487039
Batmans Hill Drive,Docklands,-37.81950148,144.9487007
Batmans Hill Drive,Docklands,-37.81942077,144.9486975
Batmans Hill Drive,Docklands,-37.81934007,144.9486943
Batmans Hill Drive,Docklands,-37.81925936,144.9486911
Batmans Hill Drive,Docklands,-37.81917865,144.9486879
Batmans Hill Drive,Docklands,-37.81909794,144.9486846
Batmans Hill Drive,Docklands,-37.81901723,144.9486814
Batmans Hill Drive,Docklands,-37.81893652,144.9486782
Batmans Hill Drive,Docklands,-37.81885581,144.948675
Batmans Hill Drive,Docklands,-37.8187751,144.9486718
Batmans Hill Drive,Docklands,-37.8186944,144.9486686
Batmans Hill Drive,Docklands,-37.81861369,144.9486654
Flinders Street,Melbourne,-37.82067439,144.9569479
Flinders Street,Melbourne,-37.82068167,144.9569229
Flinders Street,Melbourne,-37.82068895,144.9568978
Flinders Street,Melbourne,-37.82069623,144.9568728
Flinders Street,Melbourne,-37.82074918,144.9566906
Flinders Street,Melbourne,-37.82077534,144.9566006
Flinders Street,Melbourne,-37.8208015,144.9565106
Flinders Street,Melbourne,-37.82082766,144.9564206
Flinders Street,Melbourne,-37.82085382,144.9563306
Flinders Street,Melbourne,-37.82087998,144.9562406
Flinders Street,Melbourne,-37.82090614,144.9561506
Flinders Street,Melbourne,-37.82096542,144.9559466
Flinders Street,Melbourne,-37.82098789,144.9558897
Dudley Street,Docklands,-37.81133309,144.9472377
Dudley Street,Docklands,-37.81136908,144.9471433
Dudley Street,Docklands,-37.81140506,144.9470488
Dudley Street,Docklands,-37.81144105,144.9469543
Dudley Street,Docklands,-37.81147703,144.9468598
Dudley Street,Docklands,-37.81151301,144.9467654
Dudley Street,Docklands,-37.811549,144.9466709
Dudley Street,Docklands,-37.81158498,144.9465764
Dudley Street,Docklands,-37.81162096,144.946482
Dudley Street,Docklands,-37.81165695,144.9463875
Dudley Street,Docklands,-37.81169293,144.946293
Dudley Street,Docklands,-37.81172891,144.9461986
Dudley Street,Docklands,-37.81176891,144.9460936
Aurora Lane,Docklands,-37.8210521,144.951713
Aurora Lane,Docklands,-37.82099627,144.9516689
Aurora Lane,Docklands,-37.82094043,144.9516249
Aurora Lane,Docklands,-37.8208846,144.9515808
Aurora Lane,Docklands,-37.82082876,144.9515367
Aurora Lane,Docklands,-37.82077293,144.9514926
Aurora Lane,Docklands,-37.82071709,144.9514486
Aurora Lane,Docklands,-37.82066126,144.9514045
Aurora Lane,Docklands,-37.82060542,144.9513604
Aurora Lane,Docklands,-37.82054958,144.9513164
Aurora Lane,Docklands,-37.82049375,144.9512723
Aurora Lane,Docklands,-37.82043791,144.9512282
Aurora Lane,Docklands,-37.82038208,144.9511841
Aurora Lane,Docklands,-37.82071494,144.9512851
Aurora Lane,Docklands,-37.82065746,144.9512398
Aurora Lane,Docklands,-37.82059998,144.9511944
Aurora Lane,Docklands,-37.82054251,144.951149
Aurora Lane,Docklands,-37.82048503,144.9511037
Aurora Lane,Docklands,-37.82042755,144.9510583
Aurora Lane,Docklands,-37.82037008,144.9510129
Aurora Lane,Docklands,-37.8203126,144.9509676
Aurora Lane,Docklands,-37.82025513,144.9509222
Aurora Lane,Docklands,-37.82019765,144.9508768
Village Street,Docklands,-37.82153971,144.9513719
Village Street,Docklands,-37.82148379,144.951333
Village Street,Docklands,-37.82142342,144.9512854
Village Street,Docklands,-37.82045742,144.9505239
Village Street,Docklands,-37.82039705,144.9504763
Village Street,Docklands,-37.82033667,144.9504287
Village Street,Docklands,-37.82038235,144.9502478
Village Street,Docklands,-37.82044425,144.9502967
Village Street,Docklands,-37.82050614,144.9503455
Village Street,Docklands,-37.82056804,144.9503944
Village Street,Docklands,-37.82062994,144.9504432
Village Street,Docklands,-37.82069184,144.9504921
Village Street,Docklands,-37.82075374,144.950541
Village Street,Docklands,-37.82081564,144.9505898
Village Street,Docklands,-37.82087753,144.9506387
Village Street,Docklands,-37.82093943,144.9506875
Village Street,Docklands,-37.82100133,144.9507364
Pelham Street,Carlton,-37.80213793,144.9590994
Pelham Street,Carlton,-37.80213227,144.9590483
Pelham Street,Carlton,-37.8021266,144.9589973
Pelham Street,Carlton,-37.80212094,144.9589462
Pelham Street,Carlton,-37.80211527,144.9588951
Pelham Street,Carlton,-37.80210961,144.958844
Pelham Street,Carlton,-37.80210395,144.958793
Pelham Street,Carlton,-37.80209828,144.9587419
Pelham Street,Carlton,-37.80209262,144.9586908
Pelham Street,Melbourne,-37.80178013,144.9583436
Pelham Street,Melbourne,-37.80177339,144.9582858
Pelham Street,Melbourne,-37.80176676,144.958229
Pelham Street,Melbourne,-37.80176018,144.9581727
Pelham Street,Melbourne,-37.80175323,144.9581132
Berkeley Street,Melbourne,-37.80175624,144.9583769
Berkeley Street,Melbourne,-37.8017017,144.9583857
Berkeley Street,Melbourne,-37.80164716,144.9583945
Berkeley Street,Carlton,-37.80178764,144.9585998
Berkeley Street,Carlton,-37.8017453,144.9586074
Berkeley Street,Carlton,-37.80170297,144.9586149
Berkeley Street,Melbourne,-37.80157745,144.9584057
Berkeley Street,Melbourne,-37.80153518,144.9584131
Berkeley Street,Melbourne,-37.80149181,144.9584208
Berkeley Street,Melbourne,-37.80144845,144.9584284
Berkeley Street,Melbourne,-37.80139674,144.9584375
Berkeley Street,Melbourne,-37.8013367,144.9584481
Berkeley Street,Melbourne,-37.80127666,144.9584587
Berkeley Street,Melbourne,-37.80106739,144.9584956
Berkeley Street,Melbourne,-37.80102756,144.9585026
Berkeley Street,Melbourne,-37.80098773,144.9585097
Berkeley Street,Melbourne,-37.80094789,144.9585167
Berkeley Street,Melbourne,-37.80090806,144.9585237
Berkeley Street,Melbourne,-37.80086823,144.9585307
Normanby Road,,-37.82777001,144.9510169
Berkeley Street,Melbourne,-37.8008284,144.9585378
Berkeley Street,Melbourne,-37.80078856,144.9585448
Berkeley Street,Melbourne,-37.80074873,144.9585518
Berkeley Street,Carlton,-37.80124332,144.9586972
Berkeley Street,Carlton,-37.80119475,144.9587059
Berkeley Street,Carlton,-37.80114618,144.9587146
Berkeley Street,Carlton,-37.80109761,144.9587233
Berkeley Street,Melbourne,-37.80036279,144.9586199
Berkeley Street,Melbourne,-37.80029831,144.9586312
Berkeley Street,Melbourne,-37.80022894,144.9586435
Berkeley Street,Melbourne,-37.80018356,144.9586515
Berkeley Street,Melbourne,-37.80013818,144.9586595
Berkeley Street,Melbourne,-37.80009279,144.9586675
Berkeley Street,Melbourne,-37.80004741,144.9586755
Berkeley Street,Melbourne,-37.80000203,144.9586835
Berkeley Street,Carlton,-37.80034464,144.9588582
Berkeley Street,Carlton,-37.80029298,144.9588674
Berkeley Street,Carlton,-37.80024132,144.9588767
Berkeley Street,Carlton,-37.80018966,144.9588859
Berkeley Street,Carlton,-37.80013799,144.9588952
Barry Street,Carlton,-37.80167633,144.9594305
Barry Street,Carlton,-37.80162807,144.959439
Barry Street,Carlton,-37.80157992,144.9594474
Barry Street,Carlton,-37.80153057,144.9594561
Barry Street,Carlton,-37.80148122,144.9594648
Barry Street,Carlton,-37.80141363,144.9594766
Barry Street,Carlton,-37.8013715,144.959484
Barry Street,Carlton,-37.80132975,144.9594913
Barry Street,Carlton,-37.80128839,144.9594986
Barry Street,Carlton,-37.80124099,144.9595069
Barry Street,Carlton,-37.80118757,144.9595163
Barry Street,Carlton,-37.80113415,144.9595257
Barry Street,Carlton,-37.80108073,144.959535
Barry Street,Carlton,-37.80030739,144.9596708
Barry Street,Carlton,-37.80024687,144.9596814
Barry Street,Carlton,-37.80018652,144.959692
Barry Street,Carlton,-37.80012688,144.9597024
Elizabeth Street,Melbourne,-37.8016981,144.9577553
Elizabeth Street,Melbourne,-37.80166985,144.9577418
Elizabeth Street,Melbourne,-37.8016416,144.9577283
Elizabeth Street,Melbourne,-37.80161336,144.9577148
Elizabeth Street,Melbourne,-37.81053814,144.9612807
Elizabeth Street,Melbourne,-37.81050777,144.961267
Elizabeth Street,Melbourne,-37.81057695,144.961657
Elizabeth Street,Melbourne,-37.81045839,144.9616027
Elizabeth Street,Melbourne,-37.81012763,144.961454
Elizabeth Street,Melbourne,-37.81000307,144.96103
Elizabeth Street,Melbourne,-37.80996664,144.9610133
Swanston Street,Carlton,-37.80267831,144.963765
Swanston Street,Carlton,-37.80235768,144.9638167
Swanston Street,Carlton,-37.80231106,144.9638245
Swanston Street,Carlton,-37.80226444,144.9638324
Swanston Street,Carlton,-37.80221781,144.9638402
Swanston Street,Carlton,-37.80217119,144.963848
Swanston Street,Carlton,-37.80212457,144.9638558
Swanston Street,Carlton,-37.80207795,144.9638637
Swanston Street,Carlton,-37.80203132,144.9638715
Swanston Street,Carlton,-37.8019847,144.9638793
Swanston Street,Carlton,-37.80193418,144.9638878
Swanston Street,Carlton,-37.80134389,144.9636466
Swanston Street,Carlton,-37.80129292,144.963655
Swanston Street,Carlton,-37.80144115,144.9639714
Swanston Street,Carlton,-37.80139771,144.9639787
Swanston Street,Carlton,-37.80135427,144.9639861
Swanston Street,Carlton,-37.80131083,144.9639934
Swanston Street,Carlton,-37.80126739,144.9640007
Swanston Street,Carlton,-37.80122394,144.9640081
Swanston Street,Carlton,-37.8011805,144.9640154
Swanston Street,Carlton,-37.80113706,144.9640227
Swanston Street,Carlton,-37.80124565,144.9636629
Swanston Street,Carlton,-37.80120206,144.9636701
Swanston Street,Carlton,-37.80115846,144.9636774
Swanston Street,Carlton,-37.8006711,144.9637583
Swanston Street,Carlton,-37.80063335,144.9637645
Swanston Street,Carlton,-37.8005956,144.9637708
Swanston Street,Carlton,-37.80055785,144.9637771
Swanston Street,Carlton,-37.80103387,144.963698
Swanston Street,Carlton,-37.80100164,144.9637034
Swanston Street,Carlton,-37.80096941,144.9637087
Exhibition Street,Melbourne,-37.81168971,144.9702119
Exhibition Street,Melbourne,-37.81173489,144.9702329
Exhibition Street,Melbourne,-37.81112393,144.9703121
Exhibition Street,Melbourne,-37.81116328,144.97033
Exhibition Street,Melbourne,-37.81120262,144.9703479
Exhibition Street,Melbourne,-37.81124196,144.9703658
Exhibition Street,Melbourne,-37.81181828,144.9702717
Exhibition Street,Melbourne,-37.81185749,144.9702899
Exhibition Street,Melbourne,-37.81189671,144.9703082
Exhibition Street,Melbourne,-37.81193592,144.9703264
Exhibition Street,Melbourne,-37.81197514,144.9703447
Exhibition Street,Melbourne,-37.81227593,144.9704673
Exhibition Street,Melbourne,-37.81231858,144.9704872
Exhibition Street,Melbourne,-37.81236123,144.9705071
Exhibition Street,Melbourne,-37.81240388,144.970527
Exhibition Street,Melbourne,-37.81244653,144.9705469
Exhibition Street,Melbourne,-37.81248918,144.9705667
Exhibition Street,Melbourne,-37.81253183,144.9705866
Exhibition Street,Melbourne,-37.81257447,144.9706065
Exhibition Street,Melbourne,-37.81229535,144.9708448
Exhibition Street,Melbourne,-37.81233434,144.9708629
Exhibition Street,Melbourne,-37.81237441,144.9708816
Exhibition Street,Melbourne,-37.81241556,144.9709007
Exhibition Street,Melbourne,-37.8124567,144.9709198
Exhibition Street,Melbourne,-37.81249785,144.9709389
Exhibition Street,Melbourne,-37.81253899,144.9709581
Exhibition Street,Melbourne,-37.8125783,144.9709763
Exhibition Street,Melbourne,-37.81261576,144.9709937
Exhibition Street,Melbourne,-37.81265322,144.9710112
Exhibition Street,Melbourne,-37.81269068,144.9710286
Exhibition Street,Melbourne,-37.81273328,144.9710484
Exhibition Street,Melbourne,-37.812781,144.9710706
Exhibition Street,Melbourne,-37.81357859,144.9710721
Exhibition Street,Melbourne,-37.81362209,144.9710922
Exhibition Street,Melbourne,-37.8136656,144.9711124
Exhibition Street,Melbourne,-37.8137091,144.9711325
Exhibition Street,Melbourne,-37.81378698,144.9711703
Exhibition Street,Melbourne,-37.81385708,144.9712038
Swanston Street,Carlton,-37.80093719,144.9637141
Swanston Street,Carlton,-37.80090496,144.9637194
Swanston Street,Carlton,-37.80087274,144.9637248
Swanston Street,Carlton,-37.80084051,144.9637301
Swanston Street,Carlton,-37.80080829,144.9637355
Swanston Street,Carlton,-37.80077606,144.9637408
Swanston Street,Carlton,-37.80074384,144.9637462
Swanston Street,Carlton,-37.79821842,144.9645289
Swanston Street,Carlton,-37.7981765,144.9645361
Swanston Street,Carlton,-37.79813457,144.9645433
Swanston Street,Carlton,-37.79809265,144.9645505
Swanston Street,Carlton,-37.79805073,144.9645577
Swanston Street,Carlton,-37.79800881,144.9645649
Swanston Street,Carlton,-37.79796689,144.9645721
Swanston Street,Carlton,-37.79792497,144.9645792
Swanston Street,Carlton,-37.79788305,144.9645864
Swanston Street,Carlton,-37.79784113,144.9645936
Swanston Street,Carlton,-37.79779921,144.9646008
Swanston Street,Carlton,-37.79775728,144.964608
Swanston Street,Carlton,-37.79771536,144.9646152
Swanston Street,Carlton,-37.79709618,144.9647215
Swanston Street,Carlton,-37.79705518,144.9647286
Swanston Street,Carlton,-37.79701418,144.9647356
Swanston Street,Parkville,-37.80022233,144.9638352
Swanston Street,Parkville,-37.80012775,144.9638514
Swanston Street,Parkville,-37.80003317,144.9638676
Swanston Street,Parkville,-37.79993859,144.9638838
Swanston Street,Parkville,-37.79984402,144.9639
Swanston Street,Parkville,-37.79974944,144.9639162
Swanston Street,Parkville,-37.79965486,144.9639324
Swanston Street,Parkville,-37.79956028,144.9639486
Swanston Street,Parkville,-37.7994657,144.9639649
Swanston Street,Parkville,-37.79937112,144.9639811
Normanby Road,,-37.82777964,144.9509338
Swanston Street,Melbourne,-37.81402352,144.9656796
Swanston Street,Melbourne,-37.81397932,144.9656591
Swanston Street,Melbourne,-37.81393739,144.9656397
Swanston Street,Melbourne,-37.81389686,144.9656209
Swanston Street,Melbourne,-37.81423943,144.9661376
Swanston Street,Melbourne,-37.81420046,144.9661203
Swanston Street,Melbourne,-37.81416102,144.9661028
Swanston Street,Melbourne,-37.81412108,144.9660851
Swanston Street,Melbourne,-37.81408586,144.9660694
Swanston Street,Melbourne,-37.81405475,144.9660556
Swanston Street,Melbourne,-37.81402364,144.9660418
Swanston Street,Melbourne,-37.81398825,144.9660261
Swanston Street,Melbourne,-37.81394858,144.9660085
Swanston Street,Melbourne,-37.81334227,144.965363
Swanston Street,Melbourne,-37.81327103,144.9653297
Swanston Street,Melbourne,-37.81323739,144.9653145
Swanston Street,Melbourne,-37.81320374,144.9652993
Swanston Street,Melbourne,-37.8131684,144.9652833
Swanston Street,Melbourne,-37.81313136,144.9652665
Swanston Street,Melbourne,-37.81309432,144.9652497
Swanston Street,Melbourne,-37.81305727,144.965233
Swanston Street,Melbourne,-37.81302023,144.9652162
Swanston Street,Melbourne,-37.81298319,144.9651995
Swanston Street,Melbourne,-37.81294615,144.9651827
Swanston Street,Melbourne,-37.81290911,144.965166
Swanston Street,Melbourne,-37.81333837,144.9657283
Swanston Street,Melbourne,-37.81280273,144.9651178
Swanston Street,Melbourne,-37.81277729,144.9651063
Swanston Street,Melbourne,-37.81275183,144.9650948
Swanston Street,Melbourne,-37.81272613,144.9650832
Swanston Street,Melbourne,-37.8127002,144.9650714
Swanston Street,Melbourne,-37.81267428,144.9650597
Swanston Street,Melbourne,-37.81264835,144.965048
Swanston Street,Melbourne,-37.81289391,144.9655237
Swanston Street,Melbourne,-37.81285915,144.9655077
Swanston Street,Melbourne,-37.81282418,144.9654916
Swanston Street,Melbourne,-37.81278935,144.9654756
Swanston Street,Melbourne,-37.81276026,144.9654622
Swanston Street,Melbourne,-37.8127366,144.9654513
Swanston Street,Melbourne,-37.81221787,144.9648461
Swanston Street,Melbourne,-37.81218956,144.964833
Swanston Street,Melbourne,-37.81216327,144.9648208
Swanston Street,Melbourne,-37.81212577,144.9648034
Swanston Street,Melbourne,-37.81208866,144.9647862
Swanston Street,Melbourne,-37.81206315,144.9647744
Swanston Street,Melbourne,-37.81203758,144.9647626
Swanston Street,Melbourne,-37.81201194,144.9647507
Swanston Street,Melbourne,-37.81198593,144.9647387
Swanston Street,Melbourne,-37.81195954,144.9647264
Swanston Street,Melbourne,-37.81191595,144.9647063
Swanston Street,Melbourne,-37.81186359,144.964682
Swanston Street,Melbourne,-37.81182163,144.9646626
Swanston Street,Melbourne,-37.81204225,144.965132
Swanston Street,Melbourne,-37.81200725,144.9651159
Swanston Street,Melbourne,-37.81197225,144.9650998
Swanston Street,Melbourne,-37.81193725,144.9650836
Swanston Street,Melbourne,-37.81190681,144.9650696
Swanston Street,Melbourne,-37.81188092,144.9650577
Swanston Street,Melbourne,-37.81185507,144.9650458
Swanston Street,Melbourne,-37.81182928,144.9650339
Swanston Street,Melbourne,-37.81179511,144.9650181
Swanston Street,Melbourne,-37.81175256,144.9649985
Swanston Street,Melbourne,-37.81171,144.9649789
Swanston Street,Melbourne,-37.81166745,144.9649593
Swanston Street,Melbourne,-37.81146257,144.9645025
Swanston Street,Melbourne,-37.81089311,144.9642382
Swanston Street,Melbourne,-37.81086204,144.9642238
Swanston Street,Melbourne,-37.81084074,144.9642139
Swanston Street,Melbourne,-37.81081036,144.9641998
Swanston Street,Melbourne,-37.81077007,144.9641811
Swanston Street,Melbourne,-37.81072892,144.9641621
Swanston Street,Melbourne,-37.81068778,144.964143
Swanston Street,Melbourne,-37.81055432,144.9640821
Swanston Street,Melbourne,-37.81050252,144.9640583
Swanston Street,Melbourne,-37.81045073,144.9640344
Swanston Street,Melbourne,-37.81040712,144.9640143
Swanston Street,Melbourne,-37.81037171,144.963998
Swanston Street,Melbourne,-37.81033631,144.9639816
Swanston Street,Melbourne,-37.80983951,144.9637526
Elizabeth Street,Melbourne,-37.80158511,144.9577013
Elizabeth Street,Melbourne,-37.80155687,144.9576878
Elizabeth Street,Melbourne,-37.80148738,144.9576788
Elizabeth Street,Melbourne,-37.80144302,144.9576843
Elizabeth Street,Melbourne,-37.80139866,144.9576899
Elizabeth Street,Melbourne,-37.80135431,144.9576955
Elizabeth Street,Melbourne,-37.80130995,144.9577011
Elizabeth Street,Melbourne,-37.8012656,144.9577067
Elizabeth Street,Melbourne,-37.80122124,144.9577123
Elizabeth Street,Melbourne,-37.80117688,144.9577179
Elizabeth Street,Melbourne,-37.80113253,144.9577235
Elizabeth Street,Melbourne,-37.80108817,144.957729
Elizabeth Street,Melbourne,-37.80045392,144.9578089
Elizabeth Street,Melbourne,-37.80041074,144.9578144
Elizabeth Street,Melbourne,-37.80036264,144.9578204
Elizabeth Street,Melbourne,-37.80031454,144.9578265
Elizabeth Street,Melbourne,-37.80026644,144.9578326
Elizabeth Street,Melbourne,-37.80021834,144.9578386
Elizabeth Street,Melbourne,-37.80017277,144.9578444
Elizabeth Street,Melbourne,-37.80012974,144.9578498
Elizabeth Street,Melbourne,-37.8000867,144.9578552
Elizabeth Street,Melbourne,-37.80004367,144.9578606
Elizabeth Street,Melbourne,-37.80000064,144.957866
Elizabeth Street,Melbourne,-37.7999576,144.9578715
Elizabeth Street,Melbourne,-37.79991457,144.9578769
Elizabeth Street,Melbourne,-37.8000242,144.9571752
Elizabeth Street,Melbourne,-37.7999408,144.957185
Elizabeth Street,Melbourne,-37.79985741,144.9571949
Flemington Road,North Melbourne,-37.80122831,144.9565204
Flemington Road,North Melbourne,-37.80117153,144.9564498
Flemington Road,North Melbourne,-37.80109019,144.9563489
Nicholson Street,,-37.79590581,144.9754078
Flemington Road,North Melbourne,-37.80104358,144.9562907
Flemington Road,North Melbourne,-37.80099697,144.9562324
Flemington Road,North Melbourne,-37.80095037,144.9561741
Flemington Road,North Melbourne,-37.80090376,144.9561158
Flemington Road,North Melbourne,-37.80085715,144.9560575
Flemington Road,North Melbourne,-37.80081054,144.9559992
Flemington Road,North Melbourne,-37.80057327,144.9557065
Swanston Street,Melbourne,-37.80981227,144.96374
Swanston Street,Melbourne,-37.80978503,144.9637275
Swanston Street,Melbourne,-37.81045657,144.964402
Swanston Street,Melbourne,-37.81039464,144.9643734
Swanston Street,Melbourne,-37.8103327,144.9643448
Swanston Street,Melbourne,-37.81027076,144.9643161
Swanston Street,Melbourne,-37.81020882,144.9642875
Swanston Street,Melbourne,-37.81014688,144.9642589
Swanston Street,Melbourne,-37.81008495,144.9642302
Swanston Street,Melbourne,-37.81002301,144.9642016
Swanston Street,Melbourne,-37.80996107,144.964173
Swanston Street,Melbourne,-37.80989913,144.9641443
